CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
F30367,6935,E,2.0,33:27.0,25/11/2019,15/11/2019 00:00,25/11/2019,,1647.62,0.0,0.0
F30368,6946,E,2.0,23:03.0,25/11/2019,25/11/2019 00:00,25/11/2019,,2555.18,127.76,0.0
F30369,4503,E,2.0,25:00.0,25/11/2019,25/11/2019 00:00,25/11/2019,,278.7,0.0,0.0
F30370,5926,E,2.0,41:52.0,25/11/2019,22/11/2019 00:00,25/11/2019,,1085.31,0.0,0.0
F30371,5926,E,2.0,55:32.0,25/11/2019,25/11/2019 00:00,25/11/2019,,288.0,0.0,0.0
F30372,4797,E,2.0,24:56.0,25/11/2019,15/11/2019 00:00,10/12/2019,,2349.0,0.0,0.0
F30373,4795,E,2.0,14:27.0,25/11/2019,25/11/2019 00:00,25/11/2019,,675.0,0.0,0.0
F30374,6947,E,2.0,51:17.0,25/11/2019,25/11/2019 00:00,25/11/2019,,460.36,0.0,0.0
F30375,6204,E,2.0,14:15.0,25/11/2019,22/11/2019 00:00,25/11/2019,,2967.25,0.0,0.0
F30376,5926,E,2.0,20:38.0,25/11/2019,25/11/2019 00:00,25/11/2019,,3879.31,0.0,0.0
F30377,5921,E,2.0,44:59.0,25/11/2019,25/11/2019 00:00,10/12/2019,,2575.0,0.0,0.0
F30378,5728,E,1.0,21:07.0,26/11/2019,21/11/2019 00:00,04/12/2019,,24650.0,0.0,0.0
F30379,466,E,1.0,57:49.0,26/11/2019,15/11/2019 00:00,25/01/2020,,1937.6,0.0,0.0
F30380,3930,E,6.0,33:34.0,26/11/2019,28/11/2019 00:00,26/12/2019,,51450.0,0.0,0.0
F30381,6658,E,2.0,02:57.0,26/11/2019,26/11/2019 00:00,26/11/2019,,414.8,0.0,0.0
F30382,5926,E,2.0,29:17.0,26/11/2019,26/11/2019 00:00,26/11/2019,,350.0,0.0,0.0
F30383,5935,E,2.0,38:10.0,26/11/2019,25/11/2019 00:00,11/12/2019,,1732.5,0.0,0.0
F30384,2269,E,3.0,08:49.0,26/11/2019,26/11/2019 00:00,26/11/2019,,4800.0,0.0,0.0
F30385,6945,E,2.0,14:36.0,26/11/2019,26/11/2019 00:00,26/11/2019,,618.8,0.0,0.0
F30386,466,E,1.0,46:54.0,26/11/2019,26/11/2019 00:00,25/01/2020,,1050.0,0.0,0.0
F30387,6781,E,2.0,17:54.0,26/11/2019,26/11/2019 00:00,26/11/2019,,1086.34,0.0,0.0
F30388,3545,E,6.0,49:59.0,26/11/2019,26/11/2019 00:00,11/12/2019,,618.0,0.0,0.0
F30391,6187,E,2.0,11:23.0,26/11/2019,13/11/2019 00:00,26/11/2019,,1448.0,0.0,0.0
F30392,6951,E,2.0,04:40.0,26/11/2019,26/11/2019 00:00,26/11/2019,,295.69,0.0,0.0
F30393,2325,E,3.0,31:26.0,26/11/2019,08/11/2019 00:00,26/11/2019,,2621.5,0.0,0.0
F30394,6950,C,2.0,54:52.0,26/11/2019,26/11/2019 00:00,26/11/2019,28/11/2019,9353.45,0.0,0.0
F30395,871,E,1.0,36:40.0,27/11/2019,20/11/2019 00:00,12/12/2019,,2458.2,0.0,0.0
F30396,1925,E,3.0,55:19.0,27/11/2019,26/11/2019 00:00,27/12/2019,,1696.25,0.0,0.0
F30397,1487,E,3.0,57:46.0,27/11/2019,26/11/2019 00:00,05/12/2019,,6772.5,0.0,0.0
F30398,6953,E,2.0,10:45.0,27/11/2019,27/11/2019 00:00,27/11/2019,,1732.5,0.0,0.0
F30399,6227,E,2.0,46:41.0,27/11/2019,23/10/2019 00:00,27/11/2019,,1882.33,0.0,0.0
F30401,2901,C,2.0,56:42.0,27/11/2019,13/11/2019 00:00,27/12/2019,27/11/2019,1127.65,0.0,0.0
F30402,2901,E,2.0,01:30.0,27/11/2019,13/11/2019 00:00,27/12/2019,,1127.65,0.0,0.0
F30403,4889,E,3.0,13:45.0,27/11/2019,12/11/2019 00:00,27/11/2019,,6120.0,0.0,0.0
F30405,484,E,3.0,42:56.0,27/11/2019,21/11/2019 00:00,12/12/2019,,5255.25,0.0,0.0
F30406,4612,E,2.0,17:42.0,27/11/2019,15/11/2019 00:00,27/11/2019,,4161.0,0.0,0.0
F30407,6272,E,2.0,22:00.0,27/11/2019,27/11/2019 00:00,27/11/2019,,332.52,0.0,0.0
F30408,644,E,1.0,55:48.0,27/11/2019,08/11/2019 00:00,26/01/2020,,10701.9,0.0,0.0
F30409,5569,E,2.0,04:31.0,27/11/2019,27/11/2019 00:00,27/11/2019,,902.41,0.0,0.0
F30410,5569,E,2.0,05:58.0,27/11/2019,27/11/2019 00:00,27/11/2019,,902.41,0.0,0.0
F30411,3666,E,2.0,16:43.0,27/11/2019,27/11/2019 00:00,27/11/2019,,413.88,0.0,0.0
F30412,6904,E,2.0,19:14.0,27/11/2019,27/11/2019 00:00,27/11/2019,,12495.0,0.0,0.0
F30413,1019,E,2.0,42:55.0,27/11/2019,19/11/2019 00:00,12/12/2019,,4978.5,0.0,0.0
F30414,5728,E,1.0,18:48.0,27/11/2019,28/11/2019 00:00,05/12/2019,,24650.0,0.0,0.0
F30415,5926,E,2.0,08:35.0,28/11/2019,28/11/2019 00:00,28/11/2019,,419.83,0.0,0.0
F30416,85,E,2.0,26:13.0,28/11/2019,14/11/2019 00:00,13/12/2019,,29750.0,0.0,0.0
F30417,6205,C,2.0,57:15.0,28/11/2019,22/11/2019 00:00,28/11/2019,28/11/2019,19600.0,0.0,0.0
F30418,6205,E,2.0,04:52.0,28/11/2019,22/11/2019 00:00,28/11/2019,,19600.0,0.0,0.0
F30419,4029,E,2.0,07:12.0,28/11/2019,18/09/2019 00:00,28/11/2019,,7784.48,0.0,0.0
F30420,3577,E,3.0,30:21.0,28/11/2019,30/10/2019 00:00,28/12/2019,,14664.5,0.0,0.0
F30421,3346,E,1.0,35:01.0,28/11/2019,25/11/2019 00:00,28/12/2019,,10504.8,0.0,0.0
F30422,3577,E,3.0,37:42.0,28/11/2019,29/10/2019 00:00,28/12/2019,,9520.0,0.0,0.0
F30423,6948,E,3.0,00:52.0,28/11/2019,27/11/2019 00:00,28/11/2019,,800.0,0.0,0.0
F30424,6950,E,2.0,50:22.0,28/11/2019,28/11/2019 00:00,28/11/2019,,4676.7241,0.0,0.0
F30425,6943,E,2.0,17:23.0,28/11/2019,22/11/2019 00:00,28/11/2019,,841.77,0.0,0.0
F30426,2067,E,2.0,17:02.0,28/11/2019,28/11/2019 00:00,28/11/2019,,1130.0,0.0,0.0
F30427,5019,E,2.0,26:10.0,28/11/2019,28/11/2019 00:00,28/11/2019,,193.12,0.0,0.0
F30428,5926,E,2.0,29:10.0,28/11/2019,28/11/2019 00:00,28/11/2019,,474.27,0.0,0.0
F30429,4605,E,2.0,25:33.0,28/11/2019,28/11/2019 00:00,28/11/2019,,1105.0,0.0,0.0
F30430,5928,C,2.0,41:03.0,28/11/2019,22/11/2019 00:00,13/12/2019,28/11/2019,2625.0,0.0,0.0
F30431,5928,E,2.0,43:38.0,28/11/2019,22/11/2019 00:00,13/12/2019,,2625.0,0.0,0.0
F30432,5668,E,2.0,53:21.0,28/11/2019,28/11/2019 00:00,28/11/2019,,252.16,0.0,0.0
F30433,5181,E,2.0,03:49.0,28/11/2019,14/11/2019 00:00,13/12/2019,,1544.0,0.0,0.0
F30434,5926,E,2.0,06:37.0,29/11/2019,28/11/2019 00:00,29/11/2019,,683.21,0.0,0.0
F30435,1965,E,2.0,08:14.0,29/11/2019,28/11/2019 00:00,14/12/2019,,2125.0,318.75,0.0
F30436,6636,E,9.0,47:10.0,29/11/2019,28/11/2019 00:00,29/11/2019,,1274.0,0.0,0.0
F30437,3521,E,2.0,23:11.0,29/11/2019,29/11/2019 00:00,29/11/2019,,240.0,0.0,0.0
F30438,5926,E,2.0,38:06.0,29/11/2019,29/11/2019 00:00,29/11/2019,,1105.97,0.0,0.0
F30439,6354,E,2.0,42:29.0,29/11/2019,21/11/2019 00:00,29/11/2019,,3420.0,0.0,0.0
F30440,3437,C,2.0,48:21.0,29/11/2019,29/11/2019 00:00,29/11/2019,29/11/2019,1470.15,0.0,0.0
F30441,3437,E,2.0,52:31.0,29/11/2019,29/11/2019 00:00,29/11/2019,,1193.28,0.0,0.0
F30442,2357,E,2.0,30:41.0,29/11/2019,15/11/2019 00:00,29/11/2019,,16464.08,0.0,0.0
F30443,4581,E,1.0,35:22.0,29/11/2019,28/11/2019 00:00,29/11/2019,,11400.0,0.0,0.0
F30444,5728,E,1.0,05:06.0,29/11/2019,05/12/2019 00:00,07/12/2019,,43928.15,0.0,0.0
F30445,5926,E,2.0,20:49.0,29/11/2019,29/11/2019 00:00,29/11/2019,,734.58,0.0,0.0
F30446,5966,E,2.0,30:31.0,29/11/2019,29/11/2019 00:00,29/11/2019,,3976.0,0.0,0.0
F30447,6952,E,2.0,07:19.0,29/11/2019,26/11/2019 00:00,29/11/2019,,727.81,0.0,0.0
F30448,2483,E,2.0,02:24.0,29/11/2019,12/11/2019 00:00,29/11/2019,,2400.0,0.0,0.0
F30449,150,E,3.0,11:59.0,29/11/2019,29/11/2019 00:00,29/11/2019,,6649.5,0.0,0.0
F30450,5941,E,2.0,32:51.0,29/11/2019,29/11/2019 00:00,29/11/2019,,3612.931,0.0,0.0
F30451,6894,E,2.0,02:07.0,29/11/2019,29/11/2019 00:00,29/11/2019,,2844.8275,0.0,0.0
F30452,5926,E,2.0,03:50.0,29/11/2019,29/11/2019 00:00,29/11/2019,,4565.4051,0.0,0.0
F30453,5926,E,2.0,05:29.0,29/11/2019,29/11/2019 00:00,29/11/2019,,1206.8965,0.0,0.0
F30454,5926,E,2.0,08:16.0,29/11/2019,29/11/2019 00:00,29/11/2019,,8100.0,0.0,0.0
F30455,5926,E,2.0,10:21.0,29/11/2019,29/11/2019 00:00,29/11/2019,,460.3448,0.0,0.0
F30456,3032,E,2.0,11:41.0,29/11/2019,29/11/2019 00:00,29/11/2019,,1378.7068,0.0,0.0
F30457,2535,E,3.0,13:17.0,29/11/2019,29/11/2019 00:00,29/11/2019,,7471.2758,0.0,0.0
F30458,5589,E,2.0,14:40.0,29/11/2019,29/11/2019 00:00,29/11/2019,,1781.9137,0.0,0.0
F30459,5926,E,2.0,22:46.0,29/11/2019,29/11/2019 00:00,29/11/2019,,6946.3,0.0,0.0
F30460,5926,E,2.0,26:20.0,29/11/2019,29/11/2019 00:00,29/11/2019,,319.9396,0.0,0.0
F30461,5926,C,2.0,31:19.0,29/11/2019,29/11/2019 00:00,29/11/2019,02/12/2019,332.52,0.0,0.0
F30462,6848,E,2.0,35:13.0,29/11/2019,29/11/2019 00:00,29/11/2019,,969.8275,0.0,0.0
F30463,6946,E,2.0,04:42.0,03/12/2019,03/12/2019 00:00,03/12/2019,,399.0,0.0,0.0
F30464,4859,E,2.0,21:35.0,03/12/2019,02/12/2019 00:00,18/12/2019,,10799.6362,0.0,0.0
F30465,5973,E,2.0,48:43.0,03/12/2019,03/12/2019 00:00,03/12/2019,,562.0689,0.0,0.0
F30466,6,E,2.0,55:02.0,03/12/2019,25/11/2019 00:00,18/12/2019,,2655.0,0.0,0.0
F30467,5926,E,2.0,05:32.0,03/12/2019,29/11/2019 00:00,03/12/2019,,839.66,0.0,0.0
F30468,5926,E,2.0,17:52.0,03/12/2019,29/11/2019 00:00,03/12/2019,,1647.3,0.0,0.0
F30469,5926,E,2.0,25:04.0,03/12/2019,25/11/2019 00:00,03/12/2019,,110.91,0.0,0.0
F30470,1852,E,2.0,31:47.0,03/12/2019,25/11/2019 00:00,18/12/2019,,4070.22,0.0,0.0
F30471,3916,E,1.0,08:20.0,03/12/2019,03/12/2019 00:00,18/12/2019,,2191.0,0.0,0.0
F30472,5121,E,2.0,18:03.0,03/12/2019,02/12/2019 00:00,03/12/2019,,240.0,0.0,0.0
F30473,6954,E,2.0,26:20.0,03/12/2019,02/12/2019 00:00,03/12/2019,,5131.04,0.0,0.0
F30474,2071,E,2.0,31:27.0,03/12/2019,02/12/2019 00:00,03/12/2019,,447.48,0.0,0.0
F30475,2235,E,3.0,41:27.0,03/12/2019,03/12/2019 00:00,03/12/2019,,1161.8,0.0,0.0
F30476,6059,E,3.0,47:38.0,03/12/2019,02/12/2019 00:00,03/12/2019,,2880.0,0.0,0.0
F30477,3598,E,1.0,59:51.0,03/12/2019,21/11/2019 00:00,02/01/2020,,39749.67,1396.08,0.0
F30478,6956,E,3.0,14:37.0,03/12/2019,03/12/2019 00:00,03/12/2019,,1228.0,0.0,0.0
F30479,5926,E,3.0,26:41.0,03/12/2019,03/12/2019 00:00,03/12/2019,,587.5,0.0,0.0
F30480,5926,E,3.0,38:30.0,03/12/2019,03/12/2019 00:00,03/12/2019,,910.0,0.0,0.0
F30481,85,E,2.0,42:02.0,04/12/2019,04/12/2019 00:00,19/12/2019,,17364.0,0.0,0.0
F30482,3846,E,3.0,16:55.0,04/12/2019,02/12/2019 00:00,03/01/2020,,7686.6,0.0,0.0
F30483,3846,E,3.0,19:46.0,04/12/2019,02/12/2019 00:00,03/01/2020,,12999.5,0.0,0.0
F30484,6689,E,2.0,41:15.0,04/12/2019,04/12/2019 00:00,04/12/2019,,447.48,0.0,0.0
F30485,2768,E,3.0,44:26.0,04/12/2019,06/12/2019 00:00,03/01/2020,,4845.75,0.0,0.0
F30486,6949,E,3.0,38:00.0,04/12/2019,29/11/2019 00:00,04/12/2019,,3424.0,0.0,0.0
F30487,4687,E,2.0,44:25.0,04/12/2019,07/11/2019 00:00,04/12/2019,,1535.16,0.0,0.0
F30488,5728,E,1.0,51:26.0,04/12/2019,05/12/2019 00:00,12/12/2019,,8334.25,0.0,0.0
F30489,3032,E,2.0,03:44.0,04/12/2019,04/12/2019 00:00,04/12/2019,,140.0,0.0,0.0
F30490,3032,C,2.0,45:54.0,04/12/2019,29/11/2019 00:00,04/12/2019,04/12/2019,1417.5,0.0,0.0
F30491,3032,E,2.0,47:42.0,04/12/2019,02/12/2019 00:00,04/12/2019,,1417.5,0.0,0.0
F30492,3032,E,2.0,15:36.0,04/12/2019,29/11/2019 00:00,04/12/2019,,1417.5,0.0,0.0
F30493,5782,E,1.0,34:48.0,04/12/2019,06/12/2019 00:00,04/12/2019,,4297.5,0.0,0.0
F30494,6047,E,6.0,16:09.0,04/12/2019,04/12/2019 00:00,04/12/2019,,1218.8826,0.0,0.0
F30495,3930,E,6.0,35:35.0,04/12/2019,28/11/2019 00:00,03/01/2020,,51450.0,0.0,0.0
F30496,6959,E,2.0,42:16.0,04/12/2019,04/12/2019 00:00,04/12/2019,,402.59,0.0,0.0
F30498,2465,E,1.0,02:17.0,05/12/2019,05/12/2019 00:00,20/12/2019,,1980.0,0.0,0.0
F30499,5935,E,2.0,13:49.0,05/12/2019,25/11/2019 00:00,20/12/2019,,211.21,0.0,0.0
F30500,1290,E,3.0,28:31.0,05/12/2019,05/12/2019 00:00,05/12/2019,,582.5,0.0,0.0
F30501,1284,E,2.0,58:03.0,05/12/2019,28/11/2019 00:00,04/01/2020,,4518.0,0.0,0.0
F30502,6958,E,3.0,11:01.0,05/12/2019,05/12/2019 00:00,05/12/2019,,2250.0,0.0,0.0
F30503,5207,E,3.0,30:11.0,05/12/2019,05/12/2019 00:00,05/12/2019,,4668.5,0.0,0.0
F30504,5728,E,1.0,10:28.0,05/12/2019,05/12/2019 00:00,13/12/2019,,5525.0,0.0,0.0
F30505,6491,E,3.0,28:59.0,05/12/2019,05/12/2019 00:00,05/12/2019,,512.931,0.0,0.0
F30506,6486,E,2.0,38:29.0,05/12/2019,05/12/2019 00:00,05/12/2019,,332.76,0.0,0.0
F30507,6502,E,3.0,29:52.0,05/12/2019,05/12/2019 00:00,05/12/2019,,1470.0,0.0,0.0
F30508,6211,E,2.0,44:29.0,05/12/2019,05/12/2019 00:00,05/12/2019,,700.0,0.0,0.0
F30509,1284,E,2.0,58:50.0,05/12/2019,05/12/2019 00:00,04/01/2020,,1981.25,0.0,0.0
F30510,5926,E,2.0,29:16.0,05/12/2019,05/12/2019 00:00,05/12/2019,,409.49,0.0,0.0
F30511,5331,E,3.0,15:10.0,06/12/2019,27/11/2019 00:00,06/12/2019,,6964.0,0.0,0.0
F30512,6960,E,2.0,33:13.0,06/12/2019,06/12/2019 00:00,06/12/2019,,3053.83,0.0,0.0
F30513,6942,E,2.0,47:51.0,06/12/2019,06/12/2019 00:00,06/12/2019,,735.24,0.0,0.0
F30514,209,E,2.0,17:50.0,06/12/2019,02/12/2019 00:00,06/12/2019,,7471.275,0.0,0.0
F30515,5926,E,2.0,00:57.0,06/12/2019,06/12/2019 00:00,06/12/2019,,258.62,0.0,0.0
F30516,310,E,2.0,07:34.0,06/12/2019,06/12/2019 00:00,06/12/2019,,813.81,0.0,0.0
F30517,6205,E,2.0,22:48.0,06/12/2019,25/11/2019 00:00,06/12/2019,,1400.0,0.0,0.0
F30518,5926,E,2.0,27:19.0,06/12/2019,05/12/2019 00:00,06/12/2019,,1103.19,0.0,0.0
F30519,856,E,2.0,15:39.0,06/12/2019,27/11/2019 00:00,06/12/2019,,3033.46,0.0,0.0
F30520,5926,E,2.0,43:42.0,06/12/2019,06/12/2019 00:00,06/12/2019,,400.86,0.0,0.0
F30521,6871,E,3.0,03:24.0,09/12/2019,09/12/2019 00:00,09/12/2019,,168.84,0.0,0.0
F30522,644,E,1.0,17:45.0,09/12/2019,08/11/2019 00:00,07/02/2020,,49942.2,0.0,0.0
F30523,6,E,2.0,21:44.0,09/12/2019,02/12/2019 00:00,24/12/2019,,4606.8,0.0,0.0
F30524,5561,E,1.0,35:12.0,09/12/2019,09/12/2019 00:00,09/12/2019,,28963.3,0.0,0.0
F30525,322,E,1.0,36:55.0,09/12/2019,04/12/2019 00:00,24/12/2019,,5621.5,562.15,0.0
F30526,6401,E,1.0,39:03.0,09/12/2019,06/12/2019 00:00,08/01/2020,,6662.25,0.0,0.0
F30527,6957,E,3.0,49:02.0,09/12/2019,04/12/2019 00:00,09/12/2019,,3951.5,0.0,0.0
F30528,6538,E,3.0,21:02.0,09/12/2019,27/11/2019 00:00,09/12/2019,,9130.8,0.0,0.0
F30529,6572,E,3.0,07:14.0,09/12/2019,09/12/2019 00:00,09/12/2019,,3591.0,0.0,0.0
F30530,6961,E,2.0,54:22.0,09/12/2019,09/12/2019 00:00,09/12/2019,,730.8,0.0,0.0
F30531,3612,E,6.0,00:49.0,09/12/2019,29/11/2019 00:00,07/02/2020,,720.0,0.0,0.0
F30532,3612,E,6.0,10:21.0,09/12/2019,03/12/2019 00:00,07/02/2020,,1440.0,0.0,0.0
F30533,5589,E,2.0,50:39.0,09/12/2019,28/11/2019 00:00,09/12/2019,,1781.91,0.0,0.0
F30534,3686,E,2.0,39:10.0,09/12/2019,28/11/2019 00:00,24/12/2019,,3005.47,0.0,0.0
F30535,3686,E,2.0,57:40.0,09/12/2019,09/12/2019 00:00,24/12/2019,,1828.9,0.0,0.0
F30536,1339,E,1.0,57:55.0,10/12/2019,06/12/2019 00:00,09/01/2020,,31975.0,0.0,0.0
F30538,2465,C,1.0,12:49.0,10/12/2019,11/12/2019 00:00,25/12/2019,10/12/2019,6834.0,0.0,0.0
F30539,6962,E,2.0,12:15.0,10/12/2019,10/12/2019 00:00,10/12/2019,,672.4,0.0,0.0
F30540,5926,E,2.0,25:22.0,10/12/2019,10/12/2019 00:00,10/12/2019,,500.0,0.0,0.0
F30541,6946,E,2.0,26:33.0,10/12/2019,09/12/2019 00:00,10/12/2019,,2314.2,0.0,0.0
F30542,5926,E,2.0,30:19.0,10/12/2019,09/12/2019 00:00,10/12/2019,,135.47,0.0,0.0
F30543,5977,E,2.0,48:06.0,10/12/2019,10/12/2019 00:00,10/12/2019,,456.78,0.0,0.0
F30544,2465,E,1.0,23:09.0,10/12/2019,11/12/2019 00:00,25/12/2019,,4854.0,0.0,0.0
F30545,6005,E,2.0,25:48.0,10/12/2019,10/12/2019 00:00,10/12/2019,,230.22,0.0,0.0
F30546,2390,E,1.0,42:09.0,10/12/2019,10/12/2019 00:00,09/01/2020,,1945.0,0.0,0.0
F30547,5941,E,2.0,57:07.0,10/12/2019,29/11/2019 00:00,10/12/2019,,3612.93,0.0,0.0
F30548,6963,E,2.0,00:26.0,10/12/2019,10/12/2019 00:00,10/12/2019,,582.89,0.0,0.0
F30549,1339,E,1.0,36:57.0,11/12/2019,10/12/2019 00:00,10/01/2020,,2040.0,0.0,0.0
F30550,6401,E,1.0,04:19.0,11/12/2019,06/12/2019 00:00,10/01/2020,,4501.5,0.0,0.0
F30552,5926,E,1.0,59:27.0,11/12/2019,16/12/2019 00:00,11/12/2019,,10060.0,0.0,0.0
F30553,1852,E,2.0,36:35.0,11/12/2019,09/12/2019 00:00,26/12/2019,,5749.59,0.0,0.0
F30554,5926,E,2.0,37:22.0,11/12/2019,10/12/2019 00:00,11/12/2019,,264.62,0.0,0.0
F30555,6901,E,2.0,49:23.0,11/12/2019,11/12/2019 00:00,11/12/2019,,1550.0,0.0,0.0
F30556,484,E,3.0,26:14.0,11/12/2019,11/12/2019 00:00,26/12/2019,,1580.0,0.0,0.0
F30557,6052,E,2.0,04:20.0,11/12/2019,11/12/2019 00:00,11/12/2019,,1284.0,0.0,0.0
F30558,5926,E,2.0,12:44.0,11/12/2019,11/12/2019 00:00,11/12/2019,,381.4703,0.0,0.0
F30559,6572,E,3.0,19:41.0,11/12/2019,11/12/2019 00:00,11/12/2019,,3307.5,0.0,0.0
F30560,6962,E,2.0,53:50.0,11/12/2019,11/12/2019 00:00,11/12/2019,,324.0,0.0,0.0
F30561,6966,E,3.0,19:24.0,13/12/2019,13/12/2019 00:00,13/12/2019,,315.2,0.0,0.0
F30562,5935,E,2.0,35:50.0,13/12/2019,13/12/2019 00:00,28/12/2019,,3850.0,0.0,0.0
F30563,4802,E,2.0,18:07.0,13/12/2019,05/12/2019 00:00,13/12/2019,,1796.0474,0.0,0.0
F30564,6547,E,2.0,34:27.0,13/12/2019,04/12/2019 00:00,13/12/2019,,969.83,0.0,0.0
F30565,5173,E,2.0,27:31.0,13/12/2019,13/12/2019 00:00,13/12/2019,,258.62,0.0,0.0
F30566,5150,E,2.0,42:04.0,13/12/2019,13/12/2019 00:00,13/12/2019,,708.1,0.0,0.0
F30567,5966,E,2.0,26:43.0,13/12/2019,29/11/2019 00:00,13/12/2019,,3976.0,0.0,0.0
F30568,6962,E,2.0,51:37.0,13/12/2019,13/12/2019 00:00,13/12/2019,,1864.2384,0.0,0.0
F30569,2768,E,3.0,54:25.0,13/12/2019,11/12/2019 00:00,12/01/2020,,4811.0,0.0,0.0
F30570,2768,E,3.0,58:37.0,13/12/2019,11/12/2019 00:00,12/01/2020,,4095.0,0.0,0.0
F30571,2768,E,3.0,00:48.0,13/12/2019,11/12/2019 00:00,12/01/2020,,1628.0,0.0,0.0
F30572,2768,E,3.0,02:55.0,13/12/2019,03/12/2019 00:00,12/01/2020,,4845.75,0.0,0.0
F30573,466,E,1.0,27:09.0,16/12/2019,17/12/2019 00:00,14/02/2020,,2577.1,0.0,0.0
F30574,466,E,1.0,29:13.0,16/12/2019,29/11/2019 00:00,14/02/2020,,1937.6,0.0,0.0
F30575,3803,E,6.0,34:06.0,16/12/2019,13/12/2019 00:00,31/12/2019,,2677.0,0.0,0.0
F30576,6968,E,6.0,40:29.0,16/12/2019,16/12/2019 00:00,16/12/2019,,1139.1,0.0,0.0
F30577,4605,E,2.0,44:14.0,16/12/2019,16/12/2019 00:00,16/12/2019,,205.0,0.0,0.0
F30578,6969,C,3.0,05:49.0,16/12/2019,16/12/2019 00:00,16/12/2019,20/12/2019,694.0,0.0,0.0
F30579,6969,E,3.0,07:10.0,16/12/2019,16/12/2019 00:00,16/12/2019,,694.0,0.0,0.0
F30580,1240,E,2.0,18:38.0,16/12/2019,16/12/2019 00:00,16/12/2019,,980.0,0.0,0.0
F30581,5194,E,1.0,26:32.0,16/12/2019,09/12/2019 00:00,16/12/2019,,1500.0,0.0,0.0
F30582,5165,C,1.0,22:34.0,16/12/2019,11/12/2019 00:00,15/01/2020,18/12/2019,1000.0,0.0,0.0
F30584,6971,C,3.0,42:04.0,16/12/2019,16/12/2019 00:00,16/12/2019,16/12/2019,2695.0,0.0,0.0
F30585,6971,E,3.0,45:54.0,16/12/2019,16/12/2019 00:00,16/12/2019,,2695.0,0.0,0.0
F30586,5894,C,3.0,23:52.0,16/12/2019,16/12/2019 00:00,15/01/2020,16/12/2019,3483.78,0.0,0.0
F30587,484,E,3.0,04:09.0,16/12/2019,11/12/2019 00:00,31/12/2019,,2830.0,0.0,0.0
F30588,150,E,3.0,23:34.0,16/12/2019,11/12/2019 00:00,16/12/2019,,6649.5,0.0,0.0
F30589,6869,E,2.0,31:09.0,16/12/2019,04/12/2019 00:00,16/12/2019,,3833.71,0.0,0.0
F30590,6426,E,2.0,53:02.0,16/12/2019,16/12/2019 00:00,16/12/2019,,615.0,0.0,0.0
F30591,5894,E,3.0,24:48.0,16/12/2019,16/12/2019 00:00,15/01/2020,,3483.777,0.0,0.0
F30592,169,E,2.0,31:58.0,16/12/2019,16/12/2019 00:00,16/12/2019,,1062.97,0.0,0.0
F30594,6948,E,3.0,47:48.0,17/12/2019,17/12/2019 00:00,17/12/2019,,541.8,0.0,0.0
F30596,9,E,3.0,39:35.0,17/12/2019,11/12/2019 00:00,16/01/2020,,6987.5,0.0,0.0
F30597,5633,E,2.0,02:48.0,17/12/2019,17/12/2019 00:00,17/12/2019,,1478.52,0.0,0.0
F30598,4834,E,2.0,15:36.0,17/12/2019,13/11/2019 00:00,17/12/2019,,2136.0,0.0,0.0
F30599,6972,E,3.0,45:11.0,17/12/2019,17/12/2019 00:00,17/12/2019,,601.0,0.0,0.0
F30600,6973,E,3.0,54:05.0,17/12/2019,17/12/2019 00:00,17/12/2019,,8607.5,0.0,0.0
F30601,3014,E,2.0,05:41.0,17/12/2019,09/12/2019 00:00,17/12/2019,,371.94,0.0,0.0
F30602,5855,E,1.0,11:34.0,17/12/2019,09/12/2019 00:00,17/12/2019,,779.8,0.0,0.0
F30603,5991,E,2.0,39:40.0,17/12/2019,04/12/2019 00:00,17/12/2019,,3088.675,0.0,0.0
F30604,87,E,3.0,52:46.0,17/12/2019,17/12/2019 00:00,01/01/2020,,683.5,0.0,0.0
F30605,6947,E,2.0,06:32.0,17/12/2019,29/11/2019 00:00,17/12/2019,,1633.7,0.0,0.0
F30606,6823,E,2.0,39:04.0,17/12/2019,04/12/2019 00:00,17/12/2019,,3498.28,0.0,0.0
F30607,6823,E,2.0,44:48.0,17/12/2019,17/12/2019 00:00,17/12/2019,,1034.4827,0.0,0.0
F30608,6975,E,3.0,56:11.0,17/12/2019,17/12/2019 00:00,17/12/2019,,4412.13,0.0,0.0
F30609,6974,E,3.0,59:52.0,17/12/2019,17/12/2019 00:00,17/12/2019,,1320.0,0.0,0.0
F30610,3033,E,2.0,04:14.0,17/12/2019,06/12/2019 00:00,17/12/2019,,1152.1,0.0,0.0
F30611,5926,E,2.0,26:12.0,17/12/2019,16/12/2019 00:00,17/12/2019,,1027.6,0.0,0.0
F30612,6454,E,2.0,14:23.0,17/12/2019,02/12/2019 00:00,17/12/2019,,963.97,0.0,0.0
F30613,806,C,2.0,16:09.0,17/12/2019,02/12/2019 00:00,01/01/2020,18/12/2019,3029.28,0.0,0.0
F30614,9,E,3.0,23:41.0,17/12/2019,16/12/2019 00:00,16/01/2020,,9108.0,0.0,0.0
F30615,6204,E,2.0,54:54.0,17/12/2019,27/11/2019 00:00,17/12/2019,,3465.0,0.0,0.0
